YEAR MON  SSN   DEV
1838  7 108.2  26.8
1838  8  78.8  26.9
1838  9  73.6  34.2
1838 10  90.8  30.6
1838 11  77.4  25.3
1838 12  79.8  30.5
1839  1 105.6  39.4
1839  2 102.5  21.0
1839  3  77.7  35.4
1839  4  61.8  12.3
1839  5  53.8  14.0
1839  6  54.7  15.9
1839  7  84.8  40.9
1839  8 131.2  34.7
1839  9 132.7  48.0
1839 10  90.9  35.8
1839 11  68.8  34.5
1839 12  63.7  35.8
1840  1  81.2  26.9
1840  2  87.7  43.0
1840  3  67.8  26.6
1840  4  65.9  39.6
1840  5  69.2  24.6
1840  6  48.5  13.1
1840  7  60.7  25.6
1840  8  57.8  19.4
1840  9  74.0  30.7
1840 10  55.1  27.7
1840 11  54.3  20.2
1840 12  53.7  18.8
1841  1  24.1  22.7
1841  2  29.9  16.4
1841  3  29.7  21.4
1841  4  40.2  17.4
1841  5  67.5  16.2
1841  6  55.7  13.4
1841  7  30.9  19.7
1841  8  39.3  16.4
1841  9  36.5  21.0
1841 10  28.5  16.9
1841 11  19.8  10.6
1841 12  38.8  27.4
1842  1  20.4  21.6
1842  2  22.1  18.5
1842  3  21.7  21.8
1842  4  26.9  18.0
1842  5  24.9  21.2
1842  6  20.5   8.3
1842  7  12.6  16.0
1842  8  26.6  12.6
1842  9  18.4  12.5
1842 10  38.1  12.7
1842 11  40.5  18.9
1842 12  17.6  12.3
1843  1  13.3  13.4
1843  2   3.5   6.1
1843  3   8.3  11.7
1843  4   9.5  10.2
1843  5  21.1  17.7
1843  6  10.5  10.0
1843  7   9.5   9.9
1843  8  11.8  12.3
1843  9   4.2   7.1
1843 10   5.3   9.0
1843 11  19.1   9.8
1843 12  12.7  18.1
1844  1   9.5   8.7
1844  2  14.7  13.3
1844  3  13.6  10.4
1844  4  20.8  17.2
1844  5  11.6   7.7
1844  6   3.7   8.1
1844  7  21.2  24.2
1844  8  23.9  22.7
1844  9   7.0  12.4
1844 10  21.5  23.8
1844 11  10.8  15.5
1844 12  21.6  14.6
1845  1  25.7  13.8
1845  2  43.6  19.9
1845  3  43.3  20.8
1845  4  57.0  14.9
1845  5  47.8  28.7
1845  6  31.1  22.5
1845  7  30.6  21.8
1845  8  32.3  23.9
1845  9  29.6  28.3
1845 10  40.7  19.7
1845 11  39.4  21.7
1845 12  59.7  12.3
1846  1  38.7  19.4
1846  2  51.0  28.8
1846  3  63.9  24.4
1846  4  69.3  37.4
1846  5  60.0  29.9
1846  6  65.1  29.1
1846  7  46.5  15.6
1846  8  54.8  32.4
1846  9 107.1  32.3
1846 10  55.9  23.1
1846 11  60.4  28.8
1846 12  65.5  20.7
1847  1  62.6  46.9
1847  2  44.9  28.3
1847  3  85.7  47.9
1847  4  44.8  24.8
1847  5  75.5  25.4
1847  6  85.3  18.9
1847  7  52.2  28.8
1847  8 140.6  57.2
1847  9 160.9  39.8
1847 10 180.4  36.2
1847 11 138.9  48.1
1847 12 109.6  37.1
1848  1 159.1  22.7
1848  2 111.8  23.4
1848  3 108.6  18.7
1848  4 107.1  16.9
1848  5 102.2  22.7
1848  6 129.0  25.4
1848  7 139.2  36.5
1848  8 132.6  31.8
1848  9 100.3  32.0
1848 10 132.4  29.8
1848 11 114.6  41.8
1848 12 159.5  29.5
1849  1 157.0  24.6
1849  2 131.8  39.3
1849  3  96.2  29.4
1849  4 102.5  43.8
1849  5  80.6  29.0
1849  6  81.1  34.3
1849  7  78.0  24.6
1849  8  67.7  18.8
1849  9  93.7  22.5
1849 10  71.5  30.2
1849 11  99.0  43.5
1849 12  97.0  30.1
1850  1  78.0  30.6
1850  2  89.4  26.0
1850  3  82.6  23.9
1850  4  44.1  25.7
1850  5  61.6  21.6
1850  6  70.0  31.9
1850  7  39.1  37.1
1850  8  61.6  14.9
1850  9  86.2  18.5
1850 10  71.0  21.8
1850 11  54.8  28.7
1850 12  61.0  20.0
1851  1  75.5  43.8
1851  2 105.4  22.2
1851  3  64.6  11.5
1851  4  56.5  20.6
1851  5  62.6  24.6
1851  6  63.2  23.2
1851  7  36.1  20.0
1851  8  57.4  16.2
1851  9  67.9  21.6
1851 10  62.5  28.5
1851 11  51.0  18.4
1851 12  71.4  24.8
1852  1  68.4  23.2
1852  2  66.4  37.0
1852  3  61.2  20.2
1852  4  65.4  28.0
1852  5  54.9  19.2
1852  6  46.9  21.0
1852  7  42.1  16.8
1852  8  39.7  13.7
1852  9  37.5  16.6
1852 10  67.3  32.1
1852 11  54.3  29.7
1852 12  45.4  24.4
1853  1  41.1  23.0
1853  2  42.9  16.3
1853  3  37.7  24.0
1853  4  47.6  19.5
1853  5  34.7  13.1
1853  6  40.0  24.4
1853  7  45.9  19.2
1853  8  50.5  16.4
1853  9  33.5  14.7
1853 10  42.4  11.2
1853 11  28.8   6.2
1853 12  23.4  10.6
1854  1  15.4   9.3
1854  2  20.0  14.6
1854  3  20.7  15.4
1854  4  26.5  18.7
1854  5  24.0  18.9
1854  6  21.1   9.7
1854  7  18.7  12.1
1854  8  15.8   8.5
1854  9  22.4  17.1
1854 10  12.6  17.1
1854 11  28.2  15.4
1854 12  21.6  12.7
1855  1  12.3  15.1
1855  2  11.4   9.7
1855  3  17.4  11.8
1855  4   4.4   7.1
1855  5   9.1  14.5
1855  6   5.3   8.4
1855  7   0.4   2.0
1855  8   3.1   6.7
1855  9   0.0   0.0
1855 10   9.6   7.1
1855 11   4.2   6.7
1855 12   3.1   7.6
1856  1   0.5   2.9
1856  2   4.9   7.0
1856  3   0.4   2.2
1856  4   6.5   8.1
1856  5   0.0   0.0
1856  6   5.2   9.3
1856  7   4.6   6.4
1856  8   5.9   7.4
1856  9   4.4   7.1
1856 10   4.5   7.6
1856 11   7.7   8.5
1856 12   7.2   8.9
1857  1  13.7   8.1
1857  2   7.4   8.2
1857  3   5.2   6.3
1857  4  11.1  10.9
1857  5  28.5  16.7
1857  6  16.0  11.2
1857  7  22.2  13.2
1857  8  16.9  12.9
1857  9  42.4  14.1
1857 10  40.6  18.2
1857 11  31.4  17.7
1857 12  37.2  20.1
1858  1  39.0  22.8
1858  2  34.9  16.1
1858  3  57.5  30.3
1858  4  38.3  17.1
1858  5  41.4  21.7
1858  6  44.5  21.1
1858  7  56.7  21.6
1858  8  55.3  25.3
1858  9  80.1  24.2
1858 10  91.2  19.8
1858 11  51.9  21.2
1858 12  66.9  24.8
1859  1  83.7  17.4
1859  2  87.6  30.8
1859  3  90.3  24.3
1859  4  85.7  24.5
1859  5  91.0  31.7
1859  6  87.1  25.3
1859  7  95.2  35.5
1859  8 106.8  28.6
1859  9 105.8  24.9
1859 10 114.6  19.8
1859 11  97.2  24.8
1859 12  81.0  21.7
1860  1  82.4  22.7
1860  2  88.3  34.2
1860  3  98.9  24.5
1860  4  71.4  19.4
1860  5 107.1  26.5
1860  6 108.6  52.1
1860  7 116.7  43.6
1860  8 100.3  25.0
1860  9  92.2  21.6
1860 10  90.1  21.9
1860 11  97.9  23.7
1860 12  95.6  38.2
1861  1  62.3  18.5
1861  2  77.7  35.1
1861  3 101.0  32.9
1861  4  98.5  50.7
1861  5  56.8  34.3
1861  6  88.1  38.4
1861  7  78.0  17.7
1861  8  82.5  31.8
1861  9  79.9  25.6
1861 10  67.2  32.6
1861 11  53.7  20.7
1861 12  80.5  26.4
1862  1  63.1  16.7
1862  2  64.5  20.1
1862  3  43.6  25.4
1862  4  53.7  17.9
1862  5  64.4  14.3
1862  6  84.0  18.2
1862  7  73.4  20.5
1862  8  62.5  25.4
1862  9  66.6  29.1
1862 10  41.9  19.5
1862 11  50.6  20.4
1862 12  40.9  23.9
1863  1  48.3  20.7
1863  2  56.7  20.6
1863  3  66.4  18.0
1863  4  40.6  20.2
1863  5  53.8  14.1
1863  6  40.8  24.0
1863  7  32.7  17.9
1863  8  48.1  22.1
1863  9  22.0  12.2
1863 10  39.9  15.0
1863 11  37.7  21.2
1863 12  41.2  21.2
1864  1  57.7  30.1
1864  2  47.1  17.5
1864  3  66.3  16.4
1864  4  35.8  16.3
1864  5  40.6  14.7
1864  6  57.8  38.6
1864  7  54.7  25.0
1864  8  54.8  41.5
1864  9  28.5  11.0
1864 10  33.9  16.8
1864 11  57.6  18.7
1864 12  28.6  21.7
1865  1  48.7  27.9
1865  2  39.3  23.3
1865  3  39.5  21.1
1865  4  29.4  19.2
1865  5  34.5  18.3
1865  6  33.6  18.8
1865  7  26.8  15.6
1865  8  37.8  19.2
1865  9  21.6  14.6
1865 10  17.1  15.8
1865 11  24.6  15.1
1865 12  12.8  13.7
1866  1  31.6  11.3
1866  2  38.4  26.4
1866  3  24.5  12.6
1866  4  17.6   8.7
1866  5  12.9   8.3
1866  6  16.5   8.7
1866  7   9.3   7.9
1866  8  12.7   7.7
1866  9   7.3   7.9
1866 10  14.1   9.6
1866 11   9.0  10.8
1866 12   1.5   4.0
1867  1   0.0   0.0
1867  2   0.7   2.6
1867  3   9.2   8.1
1867  4   5.1   7.9
1867  5   2.9   5.6
1867  6   1.5   3.9
1867  7   5.0   6.2
1867  8   4.8   6.9
1867  9   9.8  11.8
1867 10  13.5  15.0
1867 11   9.6   8.1
1867 12  25.2  22.7
1868  1  15.5  16.8
1868  2  15.7  10.8
1868  3  26.5  13.9
1868  4  36.6  15.1
1868  5  26.7  14.7
1868  6  31.1  18.0
1868  7  29.0  24.0
1868  8  34.4  15.9
1868  9  47.2  18.5
1868 10  61.6  33.3
1868 11  59.1  23.7
1868 12  67.6  32.1
1869  1  60.9  27.8
1869  2  59.9  28.2
1869  3  52.7  26.4
1869  4  41.0  27.2
1869  5 103.9  44.6
1869  6 108.4  35.4
1869  7  59.2  32.0
1869  8  79.6  41.0
1869  9  80.6  33.7
1869 10  59.3  25.0
1869 11  78.1  23.8
1869 12 104.4  33.4
1870  1  77.3  14.5
1870  2 114.9  40.7
1870  3 157.5  25.9
1870  4 160.0  48.0
1870  5 176.0  37.3
1870  6 135.6  44.5
1870  7 132.4  32.3
1870  8 153.8  78.9
1870  9 136.0  63.7
1870 10 146.4  30.2
1870 11 147.5  54.6
1870 12 130.0  59.3
1871  1  88.3  18.4
1871  2 125.3  37.7
1871  3 143.2  30.5
1871  4 162.4  29.0
1871  5 145.5  21.9
1871  6  91.7  31.6
1871  7 103.0  31.4
1871  8 110.1  37.0
1871  9  80.3  31.2
1871 10  89.0  28.7
1871 11 105.4  29.5
1871 12  90.4  30.6
1872  1  79.5  20.6
1872  2 120.1  36.1
1872  3  88.4  43.4
1872  4 102.1  20.7
1872  5 107.6  36.4
1872  6 109.9  28.7
1872  7 105.5  34.2
1872  8  92.9  35.7
1872  9 114.6  27.8
1872 10 102.6  29.0
1872 11 112.0  30.6
1872 12  83.9  29.8
1873  1  86.7  29.6
1873  2 107.0  26.8
1873  3  98.3  37.0
1873  4  76.2  21.0
1873  5  47.9  32.1
1873  6  44.8  31.6
1873  7  66.9  35.5
1873  8  68.2  28.3
1873  9  47.1  16.0
1873 10  47.1  23.1
1873 11  55.4  33.8
1873 12  49.2  21.3
1874  1  60.8  21.3
1874  2  64.2  26.5
1874  3  46.4  17.9
1874  4  32.0  20.6
1874  5  44.6  20.7
1874  6  38.2  19.5
1874  7  67.8  25.2
1874  8  61.3  20.5
1874  9  28.0  16.0
1874 10  34.3  20.6
1874 11  28.9  11.8
1874 12  29.3  19.1
1875  1  14.6  14.8
1875  2  21.5  17.3
1875  3  33.8  10.4
1875  4  29.1  14.0
1875  5  11.5  13.9
1875  6  23.9  12.2
1875  7  12.5  10.1
1875  8  14.6  15.6
1875  9   2.4   6.2
1875 10  12.7  10.8
1875 11  17.7  26.2
1875 12   9.9  12.6
1876  1  14.3  19.6
1876  2  15.0  15.1
1876  3  30.6  27.0
1876  4   2.3   6.1
1876  5   5.1   7.5
1876  6   1.6   4.5
1876  7  15.2  14.2
1876  8   8.8  10.9
1876  9   9.9   9.9
1876 10  14.3   8.5
1876 11   9.9  11.5
1876 12   8.2  11.3
1877  1  24.4  18.9
1877  2   8.7   6.7
1877  3  11.9  13.5
1877  4  15.8  14.3
1877  5  21.6   9.4
1877  6  14.2   8.2
1877  7   6.0   8.0
1877  8   6.3   7.7
1877  9  16.9   9.9
1877 10   6.7  14.1
1877 11  14.2  13.3
1877 12   2.2   4.4
1878  1   3.3   6.1
1878  2   6.6  12.6
1878  3   7.8   9.5
1878  4   0.1   0.5
1878  5   5.9  11.7
1878  6   6.4  10.4
1878  7   0.1   0.7
1878  8   0.0   0.0
1878  9   5.3   6.8
1878 10   1.1   3.6
1878 11   4.1   5.9
1878 12   0.5   2.9
1879  1   1.0   2.8
1879  2   0.6   2.1
1879  3   0.0   0.0
1879  4   6.2   8.2
1879  5   2.4   4.9
1879  6   4.8   8.5
1879  7   7.5   9.0
1879  8  10.7  12.4
1879  9   6.1   6.1
1879 10  12.3  12.1
1879 11  13.1  12.5
1879 12   7.3   7.3
1880  1  24.0  17.4
1880  2  27.2  21.4
1880  3  19.3  12.1
1880  4  19.5  10.8
1880  5  23.5  15.2
1880  6  34.1  16.2
1880  7  21.9  14.4
1880  8  48.1  26.8
1880  9  66.0  25.6
1880 10  43.0  15.3
1880 11  30.7  18.4
1880 12  29.6  13.0
1881  1  36.4  19.5
1881  2  53.2  14.3
1881  3  51.5  41.6
1881  4  51.6  19.7
1881  5  43.5  18.6
1881  6  60.5  19.2
1881  7  76.9  24.1
1881  8  58.4  42.5
1881  9  53.2  19.5
1881 10  64.4  20.0
1881 11  54.8  29.5
1881 12  47.3  23.5
1882  1  45.0  12.5
1882  2  69.5  23.4
1882  3  66.8  21.6
1882  4  95.8  39.0
1882  5  64.1  40.4
1882  6  45.2  19.9
1882  7  45.4  22.8
1882  8  40.4  17.9
1882  9  57.7  21.6
1882 10  59.2  27.8
1882 11  84.4  23.4
1882 12  41.8  21.1
1883  1  60.6  22.1
1883  2  46.9  23.6
1883  3  42.8  22.8
1883  4  82.1  20.2
1883  5  31.5  19.1
1883  6  76.3  25.6
1883  7  80.6  38.8
1883  8  46.0  21.1
1883  9  52.6  30.8
1883 10  83.8  40.9
1883 11  84.5  29.3
1883 12  75.9  33.5
1884  1  91.5  24.7
1884  2  86.9  17.1
1884  3  87.5  29.1
1884  4  76.1  14.0
1884  5  66.5  20.7
1884  6  51.2  12.8
1884  7  53.1  21.6
1884  8  55.8  19.0
1884  9  61.9  21.8
1884 10  47.8  19.8
1884 11  36.6  16.0
1884 12  47.2  10.5
1885  1  42.8  26.0
1885  2  71.8  21.1
1885  3  49.8  26.9
1885  4  55.0  18.6
1885  5  73.0  23.8
1885  6  83.7  15.9
1885  7  66.5  13.6
1885  8  50.0  19.1
1885  9  39.6  17.6
1885 10  38.7  20.0
1885 11  30.9  18.4
1885 12  21.7  16.3
1886  1  29.9  23.5
1886  2  25.9  12.3
1886  3  57.3  28.3
1886  4  43.7  28.3
1886  5  30.7  23.2
1886  6  27.1  15.0
1886  7  30.3  18.6
1886  8  16.9  14.5
1886  9  21.4  14.7
1886 10   8.6   8.2
1886 11   0.3   1.0
1886 12  13.0  13.1
1887  1  10.3   9.0
1887  2  13.2  11.1
1887  3   4.2   5.8
1887  4   6.9   7.7
1887  5  20.0  13.4
1887  6  15.7   6.7
1887  7  23.4  15.7
1887  8  21.4  20.5
1887  9   7.4   9.1
1887 10   6.6   7.8
1887 11   6.9   8.7
1887 12  20.7  12.6
1888  1  12.7   9.6
1888  2   7.1   8.3
1888  3   7.8   9.8
1888  4   5.1   7.2
1888  5   7.0   9.1
1888  6   7.1   7.5
1888  7   3.1   5.0
1888  8   2.8   5.7
1888  9   8.8   7.2
1888 10   2.1   4.1
1888 11  10.7   8.8
1888 12   6.7   7.2
1889  1   0.8   3.0
1889  2   8.5   9.8
1889  3   6.7   8.0
1889  4   4.3   5.8
1889  5   2.4   4.9
1889  6   6.4   8.5
1889  7   9.4   9.1
1889  8  20.6  15.3
1889  9   6.5   6.7
1889 10   2.1   3.4
1889 11   0.2   0.6
1889 12   6.7   8.7
1890  1   5.3   7.0
1890  2   0.6   2.4
1890  3   5.1   6.8
1890  4   1.6   3.1
1890  5   4.8   6.9
1890  6   1.3   3.1
1890  7  11.6  10.3
1890  8   8.5  11.5
1890  9  17.2  11.0
1890 10  11.2  12.1
1890 11   9.6   9.4
1890 12   7.8   8.3
1891  1  13.5  14.4
1891  2  22.2  13.9
1891  3  10.4   7.0
1891  4  20.5  10.9
1891  5  41.1  18.0
1891  6  48.3  21.8
1891  7  58.8  28.5
1891  8  33.0  19.5
1891  9  53.8  26.4
1891 10  51.5  20.7
1891 11  41.9  15.9
1891 12  32.5  17.4
1892  1  69.1  29.3
1892  2  75.6  34.6
1892  3  49.9  24.1
1892  4  69.6  39.2
1892  5  79.6  26.4
1892  6  76.3  28.0
1892  7  76.5  28.5
1892  8 101.4  29.2
1892  9  62.8  19.8
1892 10  70.5  30.1
1892 11  65.4  21.0
1892 12  78.6  38.3
1893  1  75.0  36.4
1893  2  73.0  18.9
1893  3  65.7  24.3
1893  4  88.1  29.2
1893  5  84.7  31.1
1893  6  89.9  30.0
1893  7  88.6  48.3
1893  8 129.2  50.3
1893  9  77.9  16.9
1893 10  80.0  21.3
1893 11  75.1  33.5
1893 12  93.8  49.5
1894  1  83.2  29.8
1894  2  84.6  21.5
1894  3  52.3  23.9
1894  4  81.6  27.0
1894  5 101.2  28.9
1894  6  98.9  30.1
1894  7 106.0  33.0
1894  8  70.3  26.8
1894  9  65.9  29.9
1894 10  75.5  37.2
1894 11  56.6  16.0
1894 12  60.0  21.6
1895  1  63.3  29.2
1895  2  67.2  23.9
1895  3  61.0  13.5
1895  4  76.9  20.0
1895  5  67.5  37.5
1895  6  71.5  14.1
1895  7  47.8  24.2
1895  8  68.9  31.3
1895  9  57.7  22.4
1895 10  67.9  38.3
1895 11  47.2  26.7
1895 12  70.7  23.3
1896  1  29.0  16.0
1896  2  57.4  28.7
1896  3  52.0  25.8
1896  4  43.8  31.8
1896  5  27.7  15.3
1896  6  49.0  20.8
1896  7  45.0  20.2
1896  8  27.2  14.3
1896  9  61.3  35.7
1896 10  28.7  17.3
1896 11  38.0  22.2
1896 12  42.6  12.5
1897  1  40.6  13.7
1897  2  29.4  21.8
1897  3  29.1  15.1
1897  4  31.0  25.1
1897  5  20.0  14.8
1897  6  11.3   7.4
1897  7  27.6   7.3
1897  8  21.8  10.2
1897  9  48.1  20.5
1897 10  14.3  11.8
1897 11   8.4   7.2
1897 12  33.3  20.3
1898  1  30.2  16.2
1898  2  36.4  23.8
1898  3  38.3  33.6
1898  4  14.5  13.0
1898  5  25.8  10.2
1898  6  22.3  11.7
1898  7   9.0  10.4
1898  8  31.4  20.0
1898  9  34.8  18.7
1898 10  34.4  17.6
1898 11  30.9  22.8
1898 12  12.6   9.3
1899  1  19.5  13.1
1899  2   9.2   9.5
1899  3  18.1  13.8
1899  4  14.2   6.0
1899  5   7.7   5.8
1899  6  20.5  12.0
1899  7  13.5  10.6
1899  8   2.9   6.0
1899  9   8.4  11.1
1899 10  13.0  19.8
1899 11   7.8   7.6
1899 12  10.5   9.6
1900  1   9.4   9.0
1900  2  13.6  17.9
1900  3   8.6  10.3
1900  4  16.0  16.7
1900  5  15.2  15.6
1900  6  12.1  11.6
1900  7   8.3   9.3
1900  8   4.3   7.9
1900  9   8.3   9.1
1900 10  12.9  11.2
1900 11   4.5   5.7
1900 12   0.3   1.3
1901  1   0.2   1.3
1901  2   2.4   4.1
1901  3   4.5   8.0
1901  4   0.0   0.0
1901  5  10.2  13.7
1901  6   5.8   6.7
1901  7   0.7   2.1
1901  8   1.0   2.7
1901  9   0.6   2.2
1901 10   3.7   5.9
1901 11   3.8   4.3
1901 12   0.0   0.0
1902  1   5.5   8.1
1902  2   0.0   0.0
1902  3  12.4  17.6
1902  4   0.0   0.0
1902  5   2.8   3.9
1902  6   1.4   3.5
1902  7   0.9   2.9
1902  8   2.3   3.7
1902  9   7.6  10.4
1902 10  16.3  11.6
1902 11  10.3  13.3
1902 12   1.1   3.3
1903  1   8.3   6.8
1903  2  17.0   7.4
1903  3  13.5  15.1
1903  4  26.1  18.4
1903  5  14.6  16.2
1903  6  16.3  16.8
1903  7  27.9  15.0
1903  8  28.8  23.8
1903  9  11.1  10.7
1903 10  38.9  28.5
1903 11  44.5  34.2
1903 12  45.6  25.0
1904  1  31.6  18.6
1904  2  24.5  10.5
1904  3  37.2  18.1
1904  4  43.0  16.9
1904  5  39.5  14.9
1904  6  41.9  16.0
1904  7  50.6  20.1
1904  8  58.2  30.1
1904  9  30.1  16.4
1904 10  54.2  18.1
1904 11  38.0  16.4
1904 12  54.6  34.4
1905  1  54.8  26.7
1905  2  85.8  31.9
1905  3  56.5  31.1
1905  4  39.3  12.6
1905  5  48.0  26.3
1905  6  49.0  13.0
1905  7  73.0  48.1
1905  8  58.8  23.4
1905  9  55.0  23.1
1905 10  78.7  26.2
1905 11 107.2  34.2
1905 12  55.5  14.9
1906  1  45.5  26.1
1906  2  31.3  15.8
1906  3  64.5  37.4
1906  4  55.3  25.5
1906  5  57.7  23.2
1906  6  63.2  39.2
1906  7 103.6  21.2
1906  8  47.7  25.5
1906  9  56.1  15.3
1906 10  17.8  12.7
1906 11  38.9  23.7
1906 12  64.7  23.4
1907  1  76.4  21.7
1907  2 108.2  25.6
1907  3  60.7  33.4
1907  4  52.6  23.7
1907  5  42.9  23.0
1907  6  40.4  26.8
1907  7  49.7  19.5
1907  8  54.3  12.7
1907  9  85.0  16.9
1907 10  65.4  28.0
1907 11  61.5  29.4
1907 12  47.3  22.7
1908  1  39.2  17.7
1908  2  33.9  12.7
1908  3  28.7  15.6
1908  4  57.6  32.6
1908  5  40.8  23.2
1908  6  48.1  28.8
1908  7  39.5  23.9
1908  8  90.5  29.6
1908  9  86.9  24.2
1908 10  32.3  23.9
1908 11  45.5  24.7
1908 12  39.5  16.3
1909  1  56.7  31.3
1909  2  46.6  27.5
1909  3  66.3  41.0
1909  4  32.3  18.8
1909  5  36.0  15.7
1909  6  22.6  11.5
1909  7  35.8  30.9
1909  8  23.1   9.2
1909  9  38.8  17.1
1909 10  58.4  29.9
1909 11  55.8  24.1
1909 12  54.2  32.2
1910  1  26.4  15.0
1910  2  31.5  25.6
1910  3  21.4   8.2
1910  4   8.4   7.8
1910  5  22.2  13.1
1910  6  12.3   9.9
1910  7  14.1  10.5
1910  8  11.5  10.2
1910  9  26.2  21.1
1910 10  38.3  24.7
1910 11   4.9   7.2
1910 12   5.8   6.5
1911  1   3.4   4.4
1911  2   9.0   9.4
1911  3   7.8   8.5
1911  4  16.5  12.9
1911  5   9.0   8.3
1911  6   2.2   4.0
1911  7   3.5   4.9
1911  8   4.0   4.9
1911  9   4.0   6.3
1911 10   2.6   4.5
1911 11   4.2   4.5
1911 12   2.2   4.1
1912  1   0.3   1.4
1912  2   0.0   0.0
1912  3   4.9   6.0
1912  4   4.5   7.7
1912  5   4.4   4.9
1912  6   4.1   4.8
1912  7   3.0   4.9
1912  8   0.3   1.6
1912  9   9.5   7.2
1912 10   4.6   7.6
1912 11   1.1   3.5
1912 12   6.4   8.4
1913  1   2.3   3.6
1913  2   2.9   4.4
1913  3   0.5   1.7
1913  4   0.9   2.9
1913  5   0.0   0.0
1913  6   0.0   0.0
1913  7   1.7   3.7
1913  8   0.2   1.3
1913  9   1.2   3.6
1913 10   3.1   4.6
1913 11   0.7   2.2
1913 12   3.8   6.8
1914  1   2.8   6.1
1914  2   2.6   5.0
1914  3   3.1   5.1
1914  4  17.3  10.4
1914  5   5.2   8.2
1914  6  11.4  14.6
1914  7   5.4   5.6
1914  8   7.7   9.1
1914  9  12.7  13.2
1914 10   8.2   8.7
1914 11  16.4   8.1
1914 12  22.3  14.1
1915  1  23.0  10.4
1915  2  42.3  27.3
1915  3  38.8  21.1
1915  4  41.3  25.8
1915  5  33.0  33.4
1915  6  68.8  57.0
1915  7  71.6  32.9
1915  8  69.6  26.7
1915  9  49.5  20.0
1915 10  53.5  25.7
1915 11  42.5  14.5
1915 12  34.5  13.9
1916  1  45.3  21.3
1916  2  55.4  25.8
1916  3  67.0  23.4
1916  4  71.8  34.0
1916  5  74.5  30.9
1916  6  67.7  50.2
1916  7  53.5  39.9
1916  8  35.2  21.5
1916  9  45.1  26.8
1916 10  50.7  37.4
1916 11  65.6  29.2
1916 12  53.0  24.3
1917  1  74.7  21.0
1917  2  71.9  35.3
1917  3  94.8  19.8
1917  4  74.7  46.7
1917  5 114.1  31.0
1917  6 114.9  27.1
1917  7 119.8  33.5
1917  8 154.5  61.0
1917  9 129.4  45.2
1917 10  72.2  27.2
1917 11  96.4  22.3
1917 12 129.3  46.3
1918  1  96.0  21.6
1918  2  65.3  27.5
1918  3  72.2  27.1
1918  4  80.5  21.4
1918  5  76.7  33.7
1918  6  59.4  49.0
1918  7 107.6  28.1
1918  8 101.7  25.8
1918  9  79.9  25.1
1918 10  85.0  25.7
1918 11  83.4  58.0
1918 12  59.2  29.6
1919  1  48.1  27.9
1919  2  79.5  40.2
1919  3  66.5  25.2
1919  4  51.8  24.0
1919  5  88.1  34.1
1919  6 111.2  25.5
1919  7  64.7  22.7
1919  8  69.0  29.0
1919  9  54.7  14.2
1919 10  52.8  30.6
1919 11  42.0  26.7
1919 12  34.9  16.9
1920  1  51.1  31.3
1920  2  53.9  27.4
1920  3  70.2  46.7
1920  4  14.8   7.8
1920  5  33.3  16.8
1920  6  38.7  12.2
1920  7  27.5  10.5
1920  8  19.2  12.2
1920  9  36.3  23.5
1920 10  49.6  14.1
1920 11  27.2  15.9
1920 12  29.9  17.5
1921  1  31.5  18.2
1921  2  28.3   9.2
1921  3  26.7  16.2
1921  4  32.4  13.2
1921  5  22.2  20.6
1921  6  33.7  23.6
1921  7  41.9  29.5
1921  8  22.8  18.4
1921  9  17.8  10.8
1921 10  18.2  19.0
1921 11  17.8  17.6
1921 12  20.3  20.6
1922  1  11.8   9.8
1922  2  26.4  23.2
1922  3  54.7  42.3
1922  4  11.0  11.7
1922  5   8.0  10.1
1922  6   5.8   6.7
1922  7  10.9  11.2
1922  8   6.5   8.3
1922  9   4.7   4.2
1922 10   6.2   6.5
1922 11   7.4   5.4
1922 12  17.5  16.4
1923  1   4.5   8.2
1923  2   1.5   3.3
1923  3   3.3   5.2
1923  4   6.1   5.8
1923  5   3.2   4.2
1923  6   9.1  11.6
1923  7   3.5   5.5
1923  8   0.5   1.9
1923  9  13.2   7.8
1923 10  11.6   8.1
1923 11  10.0   9.2
1923 12   2.8   5.3
1924  1   0.5   1.9
1924  2   5.1   9.8
1924  3   1.8   4.0
1924  4  11.3  16.1
1924  5  20.8  14.6
1924  6  24.0  14.0
1924  7  28.1  15.5
1924  8  19.3  11.7
1924  9  25.1  12.2
1924 10  25.6  10.1
1924 11  22.5  20.9
1924 12  16.5  13.9
1925  1   5.5   7.1
1925  2  23.2  17.5
1925  3  18.0  12.4
1925  4  31.7  17.7
1925  5  42.8  18.1
1925  6  47.5  41.1
1925  7  38.5  13.1
1925  8  37.9  24.9
1925  9  60.2  18.8
1925 10  69.2  31.3
1925 11  58.6  34.0
1925 12  98.6  26.0
1926  1  71.8  23.7
1926  2  69.9  40.7
1926  3  62.5  29.3
1926  4  38.5  19.1
1926  5  64.3  21.8
1926  6  73.5  21.0
1926  7  52.3  39.7
1926  8  61.6  15.2
1926  9  60.8  29.2
1926 10  71.5  37.1
1926 11  60.5  29.1
1926 12  79.4  21.7
1927  1  81.6  26.5
1927  2  93.0  39.4
1927  3  69.6  36.6
1927  4  93.5  34.0
1927  5  79.1  24.6
1927  6  59.1  25.7
1927  7  54.9  26.9
1927  8  53.8  18.4
1927  9  68.4  29.9
1927 10  63.1  24.5
1927 11  67.2  24.4
1927 12  45.2  25.6
1928  1  83.5  21.9
